name,datetime,Mean Area-Weighted Radiance,Month ,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Sao Paulo,2014-09-05,43.53793461,9,21.2,12.4,15.9,21.2,12.4,15.9,10,69,0,0,0,,,,40.7,25.5,120.9,1024.9,65.1,10.3,242.3,20,8,,2014-09-05 6:13:31,2014-09-05 17:57:25,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-06,59.91071275,9,26.6,12,18,26.6,12,18,9.4,61.1,0,0,0,,,,,20.3,80.3,1021.6,19.1,13.8,274.4,22.7,9,,2014-09-06 6:12:32,2014-09-06 17:57:44,0.42,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-07,53.67660148,9,27.9,14.4,20.9,26.9,14.4,20.8,9.9,52,0,0,0,,,,33.5,17.2,135,1022.2,43.8,20,248.1,20.5,8,,2014-09-07 6:11:32,2014-09-07 17:58:03,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-08,53.93628449,9,27.9,16.9,21.5,27,16.9,21.4,11.9,57.7,0,0,0,,,,,16.2,120.6,1022.9,20.5,9.4,234.4,19.4,8,,2014-09-08 6:10:32,2014-09-08 17:58:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-09,51.34777845,9,31,16.4,23.5,28.9,16.4,22.9,8.2,44.4,0,0,0,,,,31.3,13.7,58.1,1020,0.2,8.5,282.7,23.4,9,,2014-09-09 6:09:31,2014-09-09 17:58:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-10,56.51785257,9,31,19.8,25,28.9,19.8,24.5,5.5,29.8,0,0,0,,,,43.8,22.1,357,1017.5,4.4,20,288.3,23.8,9,,2014-09-10 6:08:31,2014-09-10 17:59:00,0.55,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-11,53.02517926,9,32,17.1,22.7,30,17.1,22.4,10.7,51.4,0,0,0,,,,,21.5,136.4,1019.1,33.1,10.5,280.5,23.3,9,,2014-09-11 6:07:30,2014-09-11 17:59:19,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-12,46.29363284,9,28.4,16.6,19.6,27.3,16.6,19.5,12.8,67.4,0,0,0,,,,,29,136.7,1021.1,57.5,8.4,277.2,22.9,9,,2014-09-12 6:06:29,2014-09-12 17:59:38,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-13,53.9932337,9,27.7,15,20.1,26.7,15,20,11.6,62.7,0,0,0,,,,,16.1,124.9,1021.3,17.5,9.4,292,24.4,9,,2014-09-13 6:05:28,2014-09-13 17:59:57,0.65,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-14,54.55434706,9,31,15.2,22.4,29.2,15.2,22.1,11.6,54.7,0,0,0,,,,,21.8,109.3,1019.5,0,7.6,290.5,24,9,,2014-09-14 6:04:26,2014-09-14 18:00:16,0.68,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-15,51.42321166,9,32,18.8,24.9,30.1,18.8,24.3,10.2,42.7,0.8,100,4.17,rain,,,42.5,23.7,328.6,1016.5,15.3,9.1,275.7,22.9,9,,2014-09-15 6:03:25,2014-09-15 18:00:35,0.75,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-16,52.15438435,9,21.8,16.1,19.1,21.8,16.1,19.1,12.4,66.1,0,0,0,,,,37.1,21.4,170.3,1018.5,58.2,10.3,210.5,17.4,7,,2014-09-16 6:02:23,2014-09-16 18:00:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-17,50.65434289,9,21.2,15,17.1,21.2,15,17.1,12,72.5,0,0,0,,,,42.5,23.2,142.1,1021.2,89.5,9.5,269.3,22.2,9,,2014-09-17 6:01:21,2014-09-17 18:01:13,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-18,43.77243628,9,25.1,16,19.7,25.1,16,19.7,14.1,71.5,0,0,0,,,,,17.1,139.1,1018.8,59,7.6,270.2,22.3,9,,2014-09-18 6:00:19,2014-09-18 18:01:32,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-19,53.9955392,9,21.6,17,19.3,21.6,17,19.3,16,81.3,1.8,100,12.5,rain,,,50,23.6,144.4,1016.4,81.6,6.1,165.3,13.7,7,,2014-09-19 5:59:17,2014-09-19 18:01:51,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-20,53.9955392,9,23,18.9,20.2,23,18.9,20.2,15.7,75.8,1.4,100,12.5,rain,,,40.7,33.1,314.1,1016.4,58.2,9.9,158.7,13.1,6,,2014-09-20 5:58:16,2014-09-20 18:02:10,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-21,53.9955392,9,21.1,15.6,18,21.1,15.6,18,14,77.7,10.5,100,4.17,rain,,,37.1,20.4,172.8,1017.7,91.1,9.5,228.6,18.8,8,,2014-09-21 5:57:14,2014-09-21 18:02:30,0.91,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-22,41.32254065,9,20.2,12,15.9,20.2,12,15.9,9.9,68.6,0,0,0,,,,42.5,29.2,150.1,1022.5,66.1,10.4,275.8,23.1,9,,2014-09-22 5:56:12,2014-09-22 18:02:49,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-23,52.29153067,9,28.6,12.9,19.3,27.3,12.9,19.1,10.2,60,0,0,0,,,,42.5,23.8,96.9,1019.9,19,14,314.6,26,10,,2014-09-23 5:55:10,2014-09-23 18:03:09,0.98,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-24,52.49282831,9,31,16.5,20.7,29.2,16.5,20.4,11.8,60.6,0,0,0,,,,38.9,27.1,119.8,1018.5,51.7,10.6,281,23.2,9,,2014-09-24 5:54:08,2014-09-24 18:03:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-25,54.18670176,9,26.3,18,21,26.3,18,21,15.1,70.1,0.1,100,4.17,rain,,,25.9,14.9,114.5,1018.4,44.2,7.9,216.6,17.9,7,,2014-09-25 5:53:07,2014-09-25 18:03:49,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-26,54.18670176,9,27,18.4,21,27.5,18.4,21,16.1,74.1,11.3,100,12.5,rain,,,46.4,22.6,335.7,1016.5,54.6,8.7,141.8,11.8,6,,2014-09-26 5:52:05,2014-09-26 18:04:09,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-27,54.18670176,9,21,17.9,19.1,21,17.9,19.1,15.7,80.7,0,0,0,,,,,15.7,153,1020.5,93,9.1,105.4,8.7,3,,2014-09-27 5:51:04,2014-09-27 18:04:29,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-28,54.18670176,9,24.1,17.3,20,24.1,17.3,20,16.2,79.1,0,0,0,,,,,19.6,128.4,1020.2,91.8,7.5,147.4,12.3,5,,2014-09-28 5:50:03,2014-09-28 18:04:50,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-29,54.18670176,9,29.6,19,22.1,29.5,19,22.1,16.7,73.2,0.4,100,4.17,rain,,,,24.8,310.3,1017.3,50.9,8.5,235.7,19.6,8,,2014-09-29 5:49:02,2014-09-29 18:05:11,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-09-30,54.18670176,9,30,18.9,24.6,29.7,18.9,24.6,15.3,58,0.1,100,4.17,rain,,,,16.3,307.1,1017.1,60.3,12.7,187.5,15.7,8,,2014-09-30 5:48:01,2014-09-30 18:05:32,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-01,53.69816697,10,29.8,18.6,22.7,29.3,18.6,22.7,15.3,64.9,0,0,0,,,,40.7,31.8,242.1,1019.1,71.2,11.1,203.7,16.9,7,,2014-10-01 5:47:01,2014-10-01 18:05:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-02,54.18881415,10,18.4,14,16.1,18.4,14,16.1,12.2,77.5,0.1,100,4.17,rain,,,35.3,28.2,153.2,1026,92,9.1,219.2,18.2,8,,2014-10-02 5:46:01,2014-10-02 18:06:15,0.29,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-03,52.10902764,10,19,12.4,15.1,19,12.4,15.1,9.1,68.7,0,0,0,,,,46.4,30,138,1028.5,73.2,9.8,252.6,20.9,9,,2014-10-03 5:45:01,2014-10-03 18:06:36,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-04,51.10828268,10,18.9,12,14.6,18.9,12,14.6,7.4,62.9,0,0,0,,,,43.7,25.9,130.8,1026.7,68.5,11,233.8,19.3,8,,2014-10-04 5:44:02,2014-10-04 18:06:58,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-05,48.78128518,10,19.7,11.4,15.3,19.7,11.4,15.3,8.3,63.9,0,0,0,,,,40.3,25,126.1,1026,51.5,10.5,258,21.4,10,,2014-10-05 5:43:03,2014-10-05 18:07:21,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-06,51.84477903,10,24.1,11.9,16.7,24.1,11.9,16.7,8.4,60.8,0,0,0,,,,38.9,23.8,112.3,1023.7,68.4,12.1,310.8,25.5,10,,2014-10-06 5:42:04,2014-10-06 18:07:44,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-07,52.59896756,10,25.9,13.9,19.1,25.9,13.9,19.1,10.6,61.2,0,0,0,,,,,18.1,98.7,1020.9,34.3,9.8,277.5,23,9,,2014-10-07 5:41:06,2014-10-07 18:08:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-08,50.89100986,10,27,14.2,20.9,26.3,14.2,20.8,10,53.3,0,0,0,,,,,21.4,122.4,1018.8,7.5,9.9,316.7,26.2,10,,2014-10-08 5:40:09,2014-10-08 18:08:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-09,50.9758261,10,31,15.2,23.2,29.1,15.2,22.7,9.1,44.2,0,0,0,,,,31.3,18.5,85.6,1016.7,0.3,13,333.4,27.4,10,,2014-10-09 5:39:11,2014-10-09 18:08:54,0.54,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-10,54.64348931,10,33.9,19.4,26.6,31.5,19.4,25.8,8.5,34.8,0,0,0,,,,38.9,16.2,44.9,1017.4,25.9,12.9,323.8,26.8,10,,2014-10-10 5:38:15,2014-10-10 18:09:18,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-11,52.49650665,10,32.6,19.6,25,30.7,19.6,24.5,11.3,46.2,0,0,0,,,,,21.5,139,1019.2,2.9,8.7,332.7,27.4,10,,2014-10-11 5:37:19,2014-10-11 18:09:43,0.6,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-12,55.00534179,10,34.4,16.9,26.3,31.9,16.9,25.4,10.2,43.1,0,0,0,,,,27.7,17.6,43.9,1019.3,13.8,9.6,308,25.5,10,,2014-10-12 5:36:23,2014-10-12 18:10:08,0.63,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-13,46.43423002,10,35.4,21.6,28.8,33,21.6,27.8,9.4,32.9,0,0,0,,,,,13.8,53.5,1017.5,15.8,8.6,321.6,26.6,10,,2014-10-13 5:35:28,2014-10-13 18:10:33,0.67,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-14,52.48417336,10,31.4,19,24.1,30.7,19,24.1,16.2,63.4,0,0,0,,,,,25.1,142.6,1018.3,31.9,7.9,310.6,25.6,10,,2014-10-14 5:34:34,2014-10-14 18:10:59,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,remote,83780099999"
Sao Paulo,2014-10-15,42.59649331,10,25.7,19,20.9,25.7,19,20.9,15.6,72.3,0,0,0,,,,31.3,28.1,146.3,1021.2,83.3,7.3,318.4,26.1,10,,2014-10-15 5:33:40,2014-10-15 18:11:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-16,46.71822443,10,34,17.9,24.3,33.1,17.9,24.2,15.7,61.8,0,0,0,,,,55.4,23.8,125.2,1018.9,34.1,8.3,321.1,26.7,10,,2014-10-16 5:32:47,2014-10-16 18:11:52,0.76,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-17,54.15665839,10,36.6,19,24,34.8,19,23.9,16.3,67.3,0,0,0,,,,44.3,25.6,158,1017.5,51.2,7,317.8,26.3,10,,2014-10-17 5:31:55,2014-10-17 18:12:19,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-18,54.1508512,10,28.7,19.7,23.5,28.9,19.7,23.5,14.9,60.3,0,0,0,,,,37.1,25.2,133.2,1016.2,45.1,10.1,168,13.7,4,,2014-10-18 5:31:03,2014-10-18 18:12:47,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-19,53.93422002,10,35.3,18.7,25.6,33.7,18.7,25.1,13.2,51.6,1,100,4.17,rain,,,59.4,28.7,280,1015.4,49.6,9.4,224.4,18.4,9,,2014-10-19 6:30:13,2014-10-19 19:13:15,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-20,54.2331155,10,23.6,17.7,20.3,23.6,17.7,20.3,15.7,75.3,0.4,100,4.17,rain,,,,27.7,156.2,1017.9,66.2,9.7,200.2,16.7,7,,2014-10-20 6:29:23,2014-10-20 19:13:43,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,remote,83780099999"
Sao Paulo,2014-10-21,54.2331155,10,19.6,15.9,17,19.6,15.9,17,11.8,72.3,0.9,100,4.17,rain,,,,25.6,145.3,1022.1,91.8,9.1,248.3,20.6,8,,2014-10-21 6:28:34,2014-10-21 19:14:12,0.92,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-22,40.6335886,10,20,15,17.1,20,15,17.1,12.5,75,0,0,0,,,,40.7,25.3,137.1,1022.8,96.6,10.1,255.9,21.1,8,,2014-10-22 6:27:45,2014-10-22 19:14:42,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-23,40.20410457,10,28.1,15.9,19.7,27.9,15.9,19.7,13.5,68.9,0,0,0,,,,,25.8,132.9,1020.8,64.6,8.7,298.7,24.6,9,,2014-10-23 6:26:58,2014-10-23 19:15:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-24,48.07372976,10,30.5,16,20.7,29.8,16,20.7,14.9,72,0,0,0,,,,,22.7,148.1,1017.5,55.2,6.5,315.5,26.1,10,,2014-10-24 6:26:11,2014-10-24 19:15:42,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-25,54.09428614,10,26,18,21.2,26,18,21.2,15.6,71.8,0,0,0,,,,53.6,17.3,233.4,1016.6,60.9,5.3,120.5,10,4,,2014-10-25 6:25:26,2014-10-25 19:16:13,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-26,54.09428614,10,25.1,18.6,20.9,25.1,18.6,20.9,16.5,76.8,6.4,100,8.33,rain,,,,22.3,139,1016.9,74.5,6,251.6,20.9,8,,2014-10-26 6:24:41,2014-10-26 19:16:45,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-27,44.59653706,10,24.6,16.6,20,24.6,16.6,20,13.1,66.4,0,0,0,,,,,23,143.1,1019.3,42.5,9.5,357.4,29.5,10,,2014-10-27 6:23:58,2014-10-27 19:17:16,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-28,52.64347035,10,26.1,13.9,19,26.1,13.9,19,11,63.3,0,0,0,,,,,23.8,132.2,1018.5,24.1,10.7,367.5,30.4,10,,2014-10-28 6:23:15,2014-10-28 19:17:49,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-29,53.93685113,10,31,15.4,22.4,29,15.4,22,11.7,56.1,0,0,0,,,,,15.1,81.7,1013.9,10,11.2,359.5,29.8,10,,2014-10-29 6:22:33,2014-10-29 19:18:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-30,50.42060826,10,33,20.4,26.6,31.9,20.4,26.1,12.3,42.9,0,0,0,,,,,21.5,49.6,1012.2,53.7,11.8,328,27.2,10,,2014-10-30 6:21:53,2014-10-30 19:18:55,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-10-31,50.06775675,10,33,22,26.5,31.7,22,26.3,15,51.2,0.6,100,4.17,rain,,,46.4,26.2,23.2,1015.5,62.6,10.7,260.2,21.6,9,,2014-10-31 6:21:13,2014-10-31 19:19:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-01,53.99644582,11,31.1,20.4,24.5,30.8,20.4,24.4,16.7,64.3,121,100,8.33,rain,,,45.1,26.2,1,1018.1,65.5,10.1,219.3,18.1,6,,2014-11-01 6:20:35,2014-11-01 19:20:04,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-02,53.91341386,11,28.6,19.8,23.2,29.3,19.8,23.3,17.7,71.9,0,0,0,,,,,22.7,146.6,1018.3,72.2,7.3,227.6,18.9,8,,2014-11-02 6:19:58,2014-11-02 19:20:39,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-03,49.77176924,11,28,19.8,22.7,28.5,19.8,22.8,17.1,71.5,1,100,4.17,rain,,,33.5,26,143.5,1015,48.9,7.9,291.8,24,10,,2014-11-03 6:19:22,2014-11-03 19:21:14,0.38,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-04,53.83477124,11,26,21,23,26,21,23,17.8,73.3,5.7,100,12.5,rain,,,,21.4,355.6,1014.2,60.3,9.3,140.2,11.5,4,,2014-11-04 6:18:47,2014-11-04 19:21:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-05,53.99644582,11,22,18,20.4,22,18,20.4,16.9,80.3,3.9,100,8.33,rain,,,,20.6,225.5,1018.3,91.9,8.8,215.4,17.8,6,,2014-11-05 6:18:13,2014-11-05 19:22:27,0.45,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-06,46.18655573,11,26.6,18,20.7,26.6,18,20.7,16.6,78.3,0,0,0,,,,,22.7,142.2,1020.5,89.6,7.8,316.3,26.2,9,,2014-11-06 6:17:41,2014-11-06 19:23:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-07,49.35199323,11,29.4,19,23.4,29.4,19,23.4,16.6,67.4,0.5,100,4.17,rain,,,31.3,20.5,52,1016.1,53.1,9.8,289.6,24,9,,2014-11-07 6:17:09,2014-11-07 19:23:41,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-08,53.99644582,11,25,19,21.8,25,19,21.8,16.4,72,6,100,4.17,rain,,,38.9,18.6,300.5,1014.5,71.6,9.7,237.1,19.6,8,,2014-11-08 6:16:39,2014-11-08 19:24:19,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-09,53.99644582,11,24.5,18.6,21.1,24.5,18.6,21.1,15.4,70.8,0.3,100,4.17,rain,,,,23.4,142.8,1016.3,80.7,9.3,322.9,26.6,10,,2014-11-09 6:16:11,2014-11-09 19:24:57,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-10,46.26017549,11,25.7,17.1,20.7,25.7,17.1,20.7,13.3,64.1,0,0,0,,,,48.2,23,139.6,1016.3,65.3,10.4,380.5,31.7,10,,2014-11-10 6:15:43,2014-11-10 19:25:35,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-11,55.50549574,11,27.2,15.4,20.6,27.1,15.4,20.6,13.1,63.6,0,0,0,,,,,27.3,124.5,1014.4,22.1,11,375.2,31.2,10,,2014-11-11 6:15:17,2014-11-11 19:26:14,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-12,49.84877861,11,26.6,17,22.2,26.6,17,22.2,14.7,63.9,0,0,0,,,,,17.1,1.7,1011.1,68.2,10.2,205.2,17.1,7,,2014-11-12 6:14:52,2014-11-12 19:26:54,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-13,53.8766571,11,28.6,18.6,22.6,28.8,18.6,22.7,16.7,70.8,24,100,8.33,rain,,,31.3,25.5,193.4,1011.1,72,8,305.3,25.3,10,,2014-11-13 6:14:29,2014-11-13 19:27:33,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-14,53.99644582,11,20.8,15,16.9,20.8,15,16.9,13,78.6,1.4,100,8.33,rain,,,,21.9,155.5,1016.1,97.8,7.9,296,24.5,10,,2014-11-14 6:14:07,2014-11-14 19:28:13,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-15,53.99644582,11,21.6,14.8,17.6,21.6,14.8,17.6,12.7,74.2,0.6,100,4.17,rain,,,,29.1,143.4,1018.9,83.2,9.9,318.8,26.3,10,,2014-11-15 6:13:46,2014-11-15 19:28:54,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-16,49.06609121,11,23.6,15,18.3,23.6,15,18.3,11.7,67,0,0,0,,,,37.1,24.5,144.4,1019.9,70.9,10.3,357.7,29.6,10,,2014-11-16 6:13:27,2014-11-16 19:29:35,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-17,52.03063542,11,22.2,12.6,16.9,22.2,12.6,16.9,10.7,67.4,0,0,0,,,,,24.5,146,1019.3,48.6,9.9,384.7,31.8,10,,2014-11-17 6:13:09,2014-11-17 19:30:16,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2014-11-18,53.41890252,11,26.2,14,18.8,26.2,14,18.8,11.7,65.1,0,0,0,,,,,22.5,137.8,1017.9,38.8,11.1,371.2,30.6,10,,2014-11-18 6:12:53,2014-11-18 19:30:57,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
