name,datetime,Mean Area-Weighted Radiance,Month ,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Sao Paulo,2013-02-15,37.2902224,2,31.4,20,24.2,32.3,20,24.5,18.5,72.3,31,100,8.33,rain,,,51.8,21.2,18.2,1016.4,61.6,8.8,307.1,26.7,10,,2013-02-15 6:54:40,2013-02-15 19:46:27,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-16,37.2902224,2,32,20,25.7,31.9,20,25.9,18.1,65.9,10.9,100,4.17,rain,,,40.7,21.2,2.6,1014.4,52.6,10.5,182.6,16.4,7,,2013-02-16 6:55:15,2013-02-16 19:45:44,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-17,37.2902224,2,29.1,21,25.2,30.1,21,25.4,17.2,62.7,0.5,100,4.17,rain,,,,16.1,359.4,1015.6,59.1,11,202.8,17.3,7,,2013-02-17 5:55:50,2013-02-17 18:45:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-18,39.01448067,2,33.3,21.8,25.6,32.6,21.8,25.7,17.3,62.5,0,0,0,,,,46.4,21.9,322.4,1016.6,71.7,10.3,161.6,13.9,5,,2013-02-18 5:56:23,2013-02-18 18:44:17,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-19,37.47408661,2,30.6,21,23.7,31.9,21,23.9,18,71.4,1,100,4.17,rain,,,57.2,18.3,116.8,1018.1,61.4,10.7,231.5,20,8,,2013-02-19 5:56:57,2013-02-19 18:43:32,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-20,39.34578127,2,31.9,18.5,24.8,30.8,18.5,24.9,17.1,64.8,0,0,0,,,,,17.2,122.1,1017.3,39.1,9.5,290.1,24.9,10,,2013-02-20 5:57:30,2013-02-20 18:42:46,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-21,40.06824901,2,31.6,20.2,26.4,30.9,20.2,26.2,15.5,53.8,0,0,0,,,,,22.3,4.5,1016.2,33.1,10,324.5,28,10,,2013-02-21 5:58:02,2013-02-21 18:41:59,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-22,43.55250466,2,30,20.4,23.5,30,20.4,23.6,16.7,66.8,3,100,4.17,rain,,,46.4,26.9,238.7,1017.3,60.5,9.9,242.6,20.9,9,,2013-02-22 5:58:34,2013-02-22 18:41:11,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-23,38.69745889,2,23.7,19.4,21.4,23.7,19.4,21.4,17.8,79.9,2,100,4.17,rain,,,,17.8,172.8,1019.1,92.9,10.5,198.4,17.1,7,,2013-02-23 5:59:06,2013-02-23 18:40:23,0.43,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-24,37.39440864,2,31.3,17.2,23.9,31.5,17.2,24.1,18.3,72.6,1,100,4.17,rain,,,,18.4,124.8,1017.2,75.9,9.6,266.4,23.1,9,,2013-02-24 5:59:37,2013-02-24 18:39:34,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-25,38.43570661,2,31,21.4,26.4,31.5,21.4,26.8,18.1,62.2,7.9,100,4.17,rain,,,,17.3,348.3,1015.1,33.9,10.4,278.8,24.1,9,,2013-02-25 6:00:08,2013-02-25 18:38:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-26,37.50387229,2,29,20.6,24.3,29.7,20.6,24.4,17.8,68.2,18,100,4.17,rain,,,,18.2,321.6,1015,65,9.7,226,19.4,9,,2013-02-26 6:00:38,2013-02-26 18:37:53,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-27,38.37991942,2,26.4,20,22.4,26.4,20,22.4,17.7,75.3,4.1,100,4.17,rain,,,,20.6,173.4,1017.3,77.3,11,296.5,25.6,10,,2013-02-27 6:01:08,2013-02-27 18:37:02,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-02-28,38.03652698,2,26.6,19,22.4,26.6,19,22.4,16.9,71.4,0.3,100,4.17,rain,,,,18.9,128.8,1018,69.8,11.2,181.5,15.5,7,,2013-02-28 6:01:37,2013-02-28 18:36:10,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-01,40.92696291,3,26.4,18.1,21.9,26.4,18.1,21.9,15.3,66.7,0,0,0,,,,,24.9,133.8,1018.4,54.9,10.9,296.7,25.7,10,,2013-03-01 6:02:06,2013-03-01 18:35:18,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-02,37.06910709,3,27.7,19,22.5,28,19,22.6,16.3,68.7,0,0,0,,,,,15.5,114.6,1019.2,78.1,11.3,294,25.3,10,,2013-03-02 6:02:35,2013-03-02 18:34:25,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-03,42.05816435,3,29.9,20,23.9,31.1,20,24.1,17.7,69.2,0,0,0,,,,,14.4,58.8,1018.6,60.8,11,302.6,26,10,,2013-03-03 6:03:03,2013-03-03 18:33:31,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-04,38.71456296,3,31.5,21.3,26.3,30.9,21.3,26.3,17,59.2,0,0,0,,,,48.2,20.2,357.7,1016.4,33.8,10.1,300.7,25.7,10,,2013-03-04 6:03:31,2013-03-04 18:32:37,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-05,42.51904709,3,31.6,21.6,26,31.4,21.6,26,17.8,63.4,1,100,4.17,rain,,,40.7,18.9,351.9,1015.1,70,10.6,171.8,14.8,6,,2013-03-05 6:03:59,2013-03-05 18:31:42,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-06,38.71456296,3,30.6,21,24.7,31.8,21,25,18.4,69.1,2,100,4.17,rain,,,42.5,20.7,350.6,1015.6,55.1,9.6,233.4,20.1,8,,2013-03-06 6:04:26,2013-03-06 18:30:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-07,38.7147015,3,28.4,21.4,24.1,30.3,21.4,24.3,19.4,75.6,0,0,0,,,,,21.6,135.5,1018.8,58.4,8.4,256,22,9,,2013-03-07 6:04:53,2013-03-07 18:29:51,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-08,38.5787599,3,31,21.2,24.5,32.5,21.2,24.7,19.4,74.8,47,100,4.17,rain,,,,19,112.1,1019.1,64.2,9.2,237.8,20.5,8,,2013-03-08 6:05:19,2013-03-08 18:28:55,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-09,38.13552787,3,32,20.6,24.6,33.9,20.6,25.2,19.5,75.5,30,100,4.17,rain,,,46.4,22.7,45.9,1016.6,63.7,8.6,131.5,11.3,5,,2013-03-09 6:05:45,2013-03-09 18:27:58,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-10,38.8885752,3,29,20.8,24.5,30.9,20.8,25,19.1,73.2,23.1,100,8.33,rain,,,59.4,28.3,329.1,1013.5,48.7,10,190.6,16.5,9,,2013-03-10 6:06:11,2013-03-10 18:27:01,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,remote,83780099999"
Sao Paulo,2013-03-11,38.91743322,3,27,21,23.7,27.9,21,23.8,18.8,74.6,3,100,8.33,rain,,,,17.2,317.3,1013.1,79.9,10,219,18.9,8,,2013-03-11 6:06:37,2013-03-11 18:26:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-12,38.48747464,3,30,21,25.4,31.4,21,25.9,18.8,68.4,2,100,4.17,rain,,,,16.8,328.6,1012.5,64.1,10.2,211.5,18.3,7,,2013-03-12 6:07:02,2013-03-12 18:25:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-13,38.88896164,3,27,22,23.6,28.2,22,23.7,18.7,74.5,7.1,100,8.33,rain,,,,26.8,313.1,1013,83,10.2,187.1,15.9,7,,2013-03-13 6:07:27,2013-03-13 18:24:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-14,38.85742981,3,21.7,19,20.1,21.7,19,20.1,17.4,84.3,2,100,4.17,rain,,,37.1,24.1,140.3,1018.1,97.4,9.1,214.9,18.6,7,,2013-03-14 6:07:52,2013-03-14 18:23:11,0.09,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-15,38.88571307,3,27.7,19,22.2,28.6,19,22.3,16.6,71.7,0,0,0,,,,,22.1,127.7,1018.8,77.8,9.9,140.9,12.1,5,,2013-03-15 6:08:17,2013-03-15 18:22:12,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-16,38.84806552,3,26.9,21,23.3,28.1,21,23.3,19,77.2,2,100,4.17,rain,,,,12.9,104.9,1018.5,86.7,8.7,90.2,7.8,3,,2013-03-16 6:08:41,2013-03-16 18:21:14,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-17,38.89104132,3,22,17.1,20.5,22,17.1,20.5,17.7,84.1,9.9,100,8.33,rain,,,,30.6,186.8,1019.9,93.9,7.3,121.6,10.5,4,,2013-03-17 6:09:05,2013-03-17 18:20:15,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-18,38.89443863,3,17.9,15.8,16.9,17.9,15.8,16.9,13.5,80.3,5.1,100,8.33,rain,,,,25.3,151,1021.7,93.3,9.3,94.9,8.2,4,,2013-03-18 6:09:29,2013-03-18 18:19:16,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-19,38.89443863,3,20,16,17.9,20,16,17.9,14.1,78.8,0,0,0,,,,,19.8,116.8,1020.1,85.7,10,102.1,8.8,3,,2013-03-19 6:09:53,2013-03-19 18:18:17,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-20,38.89443863,3,23,16.9,20,23,16.9,20,14.2,69.9,0,0,0,,,,,16.7,88.8,1017.2,93.4,11,83.5,7.3,3,,2013-03-20 6:10:17,2013-03-20 18:17:18,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-21,38.89443863,3,25.2,19,21.4,25.2,19,21.4,16.8,75.6,7.1,100,4.17,rain,,,,22.3,18.9,1015.5,77,10.3,91.2,7.9,3,,2013-03-21 6:10:40,2013-03-21 18:16:19,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-22,38.87891448,3,26.5,18.8,22.2,26.5,18.8,22.2,17.3,74.1,0,0,0,,,,,20.2,265.5,1017.7,76.4,11.1,245.4,21.3,9,,2013-03-22 6:11:04,2013-03-22 18:15:20,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-23,38.01350864,3,24.1,19,20.9,24.1,19,20.9,16.9,78.3,0,0,0,,,,,24.5,162.9,1018.8,92.8,10,226.5,19.5,9,,2013-03-23 6:11:27,2013-03-23 18:14:21,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-24,36.97079658,3,24.7,17.9,20.5,24.7,17.9,20.5,16.6,79,2,100,4.17,rain,,,,25.7,130.7,1015.8,88.7,9.3,140.9,12.1,6,,2013-03-24 6:11:50,2013-03-24 18:13:21,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-25,38.84046239,3,24.7,19,21.3,24.7,19,21.3,17.5,79.4,6.1,100,4.17,rain,,,,19.9,188.9,1016.2,82.6,9.8,188.7,16.4,7,,2013-03-25 6:12:13,2013-03-25 18:12:22,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-26,38.89443863,3,24.3,19,20.9,24.3,19,20.9,17.3,80.2,7.9,100,4.17,rain,,,,14.4,73.3,1017.2,60.5,8.1,158.9,13.8,6,,2013-03-26 6:12:36,2013-03-26 18:11:23,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-27,38.55587135,3,24.6,18,20.3,24.6,18,20.3,16.2,77.9,0,0,0,,,,33.5,22,203.2,1016,74.4,8.9,196.6,17,7,,2013-03-27 6:12:59,2013-03-27 18:10:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-28,40.06753384,3,23.8,16,19.5,23.8,16,19.5,13,67.6,0,0,0,,,,,19.7,180.6,1018.6,62,11,264.8,23.1,9,,2013-03-28 6:13:22,2013-03-28 18:09:25,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-29,39.22985734,3,23.1,17,19.1,23.1,17,19.1,15.1,78.1,2.5,100,8.33,rain,,,35.3,22.2,152,1021.4,89,9.6,252.7,21.8,9,,2013-03-29 6:13:44,2013-03-29 18:08:26,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-30,36.71095461,3,26,16.9,20.4,26,16.9,20.4,15,72.3,0,0,0,,,,,26,136.7,1022.4,82.2,10.7,233.6,20.1,8,,2013-03-30 6:14:07,2013-03-30 18:07:28,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-03-31,38.60975655,3,27,18.4,21.7,27.4,18.4,21.8,16.5,73.1,0,0,0,,,,,18.9,110.8,1021.8,64.8,10.2,233.5,20.2,8,,2013-03-31 6:14:30,2013-03-31 18:06:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-01,45.60059455,4,29,18.9,22.3,29.2,18.9,22.4,17.5,75.7,0,0,0,,,,,19.6,129.7,1020.5,40.1,7,255.4,22,9,,2013-04-01 6:14:53,2013-04-01 18:05:31,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,remote,83780099999"
Sao Paulo,2013-04-02,38.89443863,4,24,20,21.8,24,20,21.8,17.7,77.5,0,0,0,,,,,14.4,66.7,1019.2,80.4,8.9,114.2,9.9,5,,2013-04-02 6:15:16,2013-04-02 18:04:33,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-03,38.89443863,4,26.3,19,22.1,26.3,19,22.1,17.3,74.7,1.5,100,8.33,rain,,,,15.8,102.7,1018.2,72.1,9.2,187.3,16.2,7,,2013-04-03 6:15:38,2013-04-03 18:03:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-04,38.89443863,4,27.4,20,23.9,28.3,20,24.1,17.6,69,0,0,0,,,,,17,11.4,1015.6,70.5,9.9,140.5,12.2,5,,2013-04-04 6:16:01,2013-04-04 18:02:38,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-05,38.89443863,4,24.1,21.4,22.9,24.1,21.4,22.9,18.5,76.2,9.9,100,4.17,rain,,,46.4,26.1,333.5,1012.7,85.8,10.2,189.3,16.4,8,,2013-04-05 6:16:24,2013-04-05 18:01:40,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-06,42.9644538,4,27.1,19.6,22.6,27.6,19.6,22.7,17,71.8,0,0,0,,,,,18.7,288.6,1015.8,62.9,10.2,269.8,23.4,9,,2013-04-06 6:16:47,2013-04-06 18:00:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-07,42.3643811,4,24.6,19.4,21.9,24.6,19.4,21.9,18.1,79.4,1,100,4.17,rain,,,,19.5,149.3,1017.4,73.5,6,168.5,14.6,7,,2013-04-07 6:17:10,2013-04-07 17:59:47,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-08,40.02153363,4,24.1,19.6,21.3,24.1,19.6,21.3,17.4,79.1,0,0,0,,,,40.7,24.3,151.7,1018.5,93,8.5,216.8,18.9,8,,2013-04-08 6:17:33,2013-04-08 17:58:51,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-09,39.69287226,4,23.7,18,20.4,23.7,18,20.4,15.8,75.1,1,100,4.17,rain,,,,20.7,142.9,1018.6,83.6,10.2,243,21,9,,2013-04-09 6:17:56,2013-04-09 17:57:55,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-10,40.0566086,4,23.6,18,20,23.6,18,20,14.6,71.4,0,0,0,,,,,19.7,126.9,1019.1,79.4,10.1,214.5,18.7,8,,2013-04-10 6:18:20,2013-04-10 17:57:00,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-11,33.96942228,4,27.5,18,21.7,28.2,18,21.7,17,75.4,14,100,4.17,rain,,,39.1,17.7,103.2,1018.4,77,10,205.6,17.7,8,,2013-04-11 6:18:43,2013-04-11 17:56:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-12,44.68351839,4,28,19.4,23.7,29.1,19.4,23.9,18.1,72,0,0,0,,,,31.3,22.5,3.9,1015.9,58.8,10.7,205.1,17.6,8,,2013-04-12 6:19:07,2013-04-12 17:55:11,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-13,40.35641507,4,23,18.4,21.3,23,18.4,21.3,18.2,83,89.9,100,16.67,rain,,,27.7,26.3,276.9,1013.3,95.9,6.7,88.8,7.6,4,,2013-04-13 6:19:30,2013-04-13 17:54:17,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-14,40.35641507,4,18,15.4,16.9,18,15.4,16.9,14,83.3,1,100,4.17,rain,,,,22.2,170.8,1018,97.7,8.2,146,12.7,5,,2013-04-14 6:19:54,2013-04-14 17:53:24,0.14,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-15,36.67748997,4,24,14.4,18.9,24,14.4,18.9,11.4,64.1,0,0,0,,,,,11.6,214,1018.3,37.2,9.4,241.2,20.8,9,,2013-04-15 6:20:18,2013-04-15 17:52:31,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-16,45.44434031,4,24.4,13.8,19,24.4,13.8,19,12.1,66.1,0,0,0,,,,,20,277.1,1016.1,25.4,10.7,255.5,22.1,9,,2013-04-16 6:20:42,2013-04-16 17:51:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-17,42.05156387,4,21.1,14.9,17.5,21.1,14.9,17.5,11.8,70.5,0,0,0,,,,,24.4,158.3,1018.9,61.9,10.7,198.8,17.1,7,,2013-04-17 6:21:06,2013-04-17 17:50:47,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-18,43.85750689,4,23.2,13,17.6,23.2,13,17.6,12.7,74.1,0,0,0,,,,,18.2,151.1,1019.5,46.4,8.6,226.6,19.6,8,,2013-04-18 6:21:31,2013-04-18 17:49:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-19,42.05588385,4,22.7,15.6,18.4,22.7,15.6,18.4,13.5,74,0,0,0,,,,,24.1,151,1020.8,71.6,9.9,220.2,18.9,8,,2013-04-19 6:21:55,2013-04-19 17:49:06,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-20,39.40511097,4,22.6,14.1,17.9,22.6,14.1,17.9,11.8,69,0,0,0,,,,,20.5,154.3,1021.7,42.2,10.4,238.1,20.5,9,,2013-04-20 6:22:20,2013-04-20 17:48:17,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-21,44.5207595,4,22,13.7,17.5,22,13.7,17.5,12.5,73.8,0,0,0,,,,,23.9,150.3,1022.7,51.1,10.5,211.3,18.2,8,,2013-04-21 6:22:45,2013-04-21 17:47:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-22,40.52716311,4,22,14.6,17.8,22,14.6,17.8,11.9,69.3,0,0,0,,,,,30.3,149.8,1025,75.9,10.7,216.1,18.6,7,,2013-04-22 6:23:10,2013-04-22 17:46:39,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-23,42.08491665,4,22.6,12.1,17.5,22.6,12.1,17.5,12.5,74.2,0,0,0,,,,29.5,20.7,140.9,1024.8,63,10.4,136.7,11.8,5,,2013-04-23 6:23:35,2013-04-23 17:45:52,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-24,41.98438251,4,23.6,15,18.2,23.6,15,18.2,12.6,71,0,0,0,,,,,18.9,128.1,1023.6,41.3,9.9,200,17.1,8,,2013-04-24 6:24:01,2013-04-24 17:45:05,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-25,44.56895626,4,23.4,13.9,18.3,23.4,13.9,18.3,12.8,72.2,0,0,0,,,,,19.8,128.8,1022.9,34.1,9.9,228.2,19.7,8,,2013-04-25 6:24:26,2013-04-25 17:44:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-26,44.9226169,4,25,15,19.6,25,15,19.6,12.4,64.9,0,0,0,,,,,15.2,118.4,1021.3,34.9,9.6,228.3,19.7,8,,2013-04-26 6:24:52,2013-04-26 17:43:34,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-27,50.91799903,4,24.4,15.6,19.5,24.4,15.6,19.5,12.3,64.4,0,0,0,,,,,18.8,145,1020.7,24.2,9.8,225.5,19.6,8,,2013-04-27 6:25:18,2013-04-27 17:42:50,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-28,47.43657656,4,24.8,14,18.6,24.8,14,18.6,13.4,73,0,0,0,,,,,18.4,145.1,1020.5,17.1,7.9,219.9,18.9,8,,2013-04-28 6:25:44,2013-04-28 17:42:06,0.6,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
Sao Paulo,2013-04-29,42.08491665,4,25,16,20.2,25,16,20.2,14.4,70.5,0,0,0,,,,,21.2,3,1018.8,34.9,8.9,159.4,13.6,5,,2013-04-29 6:26:11,2013-04-29 17:41:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,SBSP,SBGR,83780099999"
