name,datetime,Mean Area-Weighted Radiance,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Delhi,2013-02-15,20.14073993,22.5,14.3,18,22.5,14.3,18,13.1,75.1,0,0,0,,,,,22.3,53.2,1011.2,83.8,2.2,119.4,10.2,7,,2013-02-15 6:59:33,2013-02-15 18:11:21,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-16,20.14073993,17.1,13,14.8,17.1,13,14.8,14.5,97.7,16.611,100,16.67,rain,,,37.1,24.3,124,1007.5,98.5,3,110.1,9.7,6,,2013-02-16 6:58:42,2013-02-16 18:12:05,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42182099999,VIDP,42181099999"
Delhi,2013-02-17,16.43049569,18.7,12.9,14.3,18.7,12.9,14.3,13.7,96.4,1.701,100,4.17,rain,,,,11.2,147.7,1011.3,65.4,2.5,165.9,14.5,6,,2013-02-17 6:57:50,2013-02-17 18:12:49,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42182099999,VIDP,42181099999"
Delhi,2013-02-18,20.04807805,19.6,10.1,14.4,19.6,10.1,14.4,13,92.1,0,0,0,,,,,24.3,269.3,1014.9,25.5,1.6,225.3,19.3,8,,2013-02-18 6:56:57,2013-02-18 18:13:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-02-19,17.93343417,21.8,12.1,15.9,21.8,12.1,15.9,13.7,87.7,0,0,0,,,,,18.1,272.1,1015,58,1.9,143.7,12.3,7,,2013-02-19 6:56:04,2013-02-19 18:14:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-02-20,17.21792319,22.3,11.1,16.4,22.3,11.1,16.4,14.1,87.7,0,0,0,,,,,21.7,290.8,1016.5,9.7,1.2,215.5,18.6,8,,2013-02-20 6:55:09,2013-02-20 18:14:57,0.32,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-02-21,18.45970411,26,12,18.6,26,12,18.6,13.8,78.1,0,0,0,,,,,11.5,190.2,1015.4,39,1.5,175,15.2,7,,2013-02-21 6:54:13,2013-02-21 18:15:39,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-22,19.60361649,26,16.1,20.3,26,16.1,20.3,15.3,75.5,0,0,0,,,,,24.1,99.8,1016.2,58.3,2,207.6,17.9,8,,2013-02-22 6:53:16,2013-02-22 18:16:21,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-02-23,17.40137296,21,13.9,17.9,21,13.9,17.9,15.6,86.7,9.357,100,12.5,rain,,,55.4,33,93.5,1015.4,80.9,2.8,176.2,15.3,7,,2013-02-23 6:52:19,2013-02-23 18:17:02,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-24,20.10960205,25.4,12,16.7,25.4,12,16.7,13.8,85.5,0,0,0,,,,,18.4,306.4,1018.8,16.2,3.2,228.2,19.5,8,,2013-02-24 6:51:21,2013-02-24 18:17:43,0.45,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-25,17.80113361,25.6,12.1,17.7,25.6,12.1,17.7,13.1,78,0,0,0,,,,,14.8,300.6,1018.2,1.5,2.8,237.2,20.7,8,,2013-02-25 6:50:22,2013-02-25 18:18:24,0.48,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-26,16.94760974,25.1,11.3,18.8,25.1,11.3,18.8,12.9,72.6,0,0,0,,,,,14.8,118.6,1016.2,0.9,2.7,239.7,20.7,8,,2013-02-26 6:49:22,2013-02-26 18:19:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-02-27,17.12946876,27,16.4,20.9,26.9,16.4,20.9,13,63.6,0,0,0,,,,,16.6,220.4,1014,3.3,3.5,234.5,20.3,8,,2013-02-27 6:48:21,2013-02-27 18:19:44,0.55,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-02-28,20.37462258,26.3,11.4,19,26.3,11.4,19,10.8,64.3,0,0,0,,,,33.5,22.3,292.3,1017,0,3.1,255.2,22.1,9,,2013-02-28 6:47:20,2013-02-28 18:20:23,0.59,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-01,23.31666326,24,10,17.3,24,7.9,17.3,9.5,64.9,0,0,0,,,,37.1,31.2,286.3,1016.8,8,3.7,260.3,22.5,9,,2013-03-01 6:46:18,2013-03-01 18:21:02,0.62,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-02,19.4531761,26,11,18.1,26,11,18.1,11.1,68.4,0,0,0,,,,,28.7,279.9,1016.2,1.1,3.8,267.9,23.2,9,,2013-03-02 6:45:15,2013-03-02 18:21:41,0.66,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-03,17.27378282,28.9,12,19.6,27.3,12,19.6,12.4,68.4,0,0,0,,,,,23,284.2,1016,0,2.7,258.2,22.2,9,,2013-03-03 6:44:12,2013-03-03 18:22:19,0.69,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-04,16.74194248,29.1,13.1,20.6,27.6,13.1,20.3,11.9,65.5,0,0,0,,,,,14.2,298.7,1015.7,19.2,2.5,265.2,23,9,,2013-03-04 6:43:08,2013-03-04 18:22:57,0.73,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-05,17.97674402,29.7,13.3,21.5,28.5,13.3,21.3,13.5,66.7,0,0,0,,,,,13.7,296.9,1016.4,0,2.5,259.7,22.5,9,,2013-03-05 6:42:04,2013-03-05 18:23:34,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-06,21.00997139,30.9,14.6,21,28.8,14.6,20.8,13.4,69.9,0,0,0,,,,,21.7,278.6,1016,0,2.2,259.8,22.3,9,,2013-03-06 6:40:59,2013-03-06 18:24:12,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-07,19.07898024,30.1,15,22.3,28.7,15,22.2,13.8,65,0,0,0,,,,,20.2,282.9,1015.5,0,2.6,261.4,22.8,9,,2013-03-07 6:39:53,2013-03-07 18:24:49,0.84,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-08,15.78464057,31.2,15.1,22.8,29.8,15.1,22.4,13.1,62.3,0,0,0,,,,,14.2,293.7,1015.1,0,2.6,266.2,23,9,,2013-03-08 6:38:47,2013-03-08 18:25:25,0.87,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-09,14.23535843,33.4,15.2,24.3,31.6,15.2,23.7,12.3,55.1,0,0,0,,,,,17.3,199.8,1011.2,3.4,2.5,265.4,23,9,,2013-03-09 6:37:41,2013-03-09 18:26:02,0.91,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-10,15.63914418,31.1,19.1,25.1,29.9,19.1,24.7,12.2,47.1,0,0,0,,,,,18.4,205.7,1008,19.5,3.4,246,21.2,8,,2013-03-10 6:36:34,2013-03-10 18:26:38,0.94,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-11,15.59386732,31.1,17.1,24,30.9,17.1,24,16.1,65.3,0,0,0,,,,,13,294.2,1010.7,13.7,1.9,253.7,21.9,9,,2013-03-11 6:35:27,2013-03-11 18:27:14,0.98,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-12,19.99233261,31.1,17,23.9,29.7,17,23.9,16.5,68.4,0,0,0,,,,,14.8,293.8,1011.3,30.9,1.7,205.6,17.7,7,,2013-03-12 6:34:19,2013-03-12 18:27:50,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-13,17.29736557,32.2,16.3,24.3,31.8,16.3,24,14.7,61.6,0,0,0,,,,,11.2,132.4,1011,23.5,2.1,256.2,22.1,9,,2013-03-13 6:33:11,2013-03-13 18:28:25,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-14,16.5442742,28.2,15.9,22.6,28.7,15.9,22.6,14.2,60.6,0,0,0,,,,,20.4,20.6,1012.3,35.3,3.8,245.5,21.3,8,,2013-03-14 6:32:03,2013-03-14 18:29:00,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-15,16.79166769,28.9,14.4,22.1,27.8,14.4,21.8,12.1,57.7,0,0,0,,,,,18.4,324.7,1015.9,4.9,3.2,274.1,23.6,9,,2013-03-15 6:30:54,2013-03-15 18:29:35,0.11,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-16,18.41116969,28.3,14,22.4,28,14,22.3,13.1,60,0,0,0,,,,,13,313.6,1015.9,27,2.8,268.1,23.2,9,,2013-03-16 6:29:46,2013-03-16 18:30:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-17,22.12937306,29.9,15.7,23.2,29.1,15.7,23,14,60.8,0,0,0,,,,29.5,22.3,313.1,1015.5,2.3,2.9,266.6,23.2,9,,2013-03-17 6:28:37,2013-03-17 18:30:44,0.17,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-18,17.92638317,29.5,15.1,22.5,29.3,15.1,22.4,14.7,65.3,0,0,0,,,,40.7,29.5,279.6,1010.7,2.1,2.9,277,23.9,9,,2013-03-18 6:27:27,2013-03-18 18:31:19,0.21,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-19,16.75523612,31.4,16.1,24.1,32.3,16.1,24.3,16.7,66.7,0,0,0,,,,,26.9,285.3,1008.9,10.7,2.6,265,22.8,9,,2013-03-19 6:26:18,2013-03-19 18:31:53,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-20,14.24881074,34.1,18.1,26.3,33.3,18.1,26,15.9,61.7,0.51,100,4.17,rain,,,,16.6,330.5,1010.1,44.1,2.1,250.9,21.3,9,,2013-03-20 6:25:09,2013-03-20 18:32:27,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-21,17.03317595,34.1,18,25.8,31.9,18,25.3,14.2,53.6,0.1,100,4.17,rain,,,,23.3,300.3,1009.7,22.2,3.1,268.8,23.1,9,,2013-03-21 6:23:59,2013-03-21 18:33:01,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-22,18.76125557,31.4,16.2,24.9,30.3,16.2,24.5,12.9,51.4,0,0,0,,,,,20.9,292.1,1007.2,33.1,2.8,226.1,19.6,9,,2013-03-22 6:22:49,2013-03-22 18:33:35,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-23,18.76435696,35.7,20.7,27.2,33.7,20.7,26.7,13.5,47.2,0,0,0,,,,,20.6,119.7,1008,45.7,2.8,253.7,21.8,9,,2013-03-23 6:21:40,2013-03-23 18:34:09,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-24,16.91232525,34.1,23,27.6,33.2,23,27.3,14.5,47.1,0,0,0,,,,,18.8,30.9,1010.2,38.9,3.2,261.8,22.7,9,,2013-03-24 6:20:30,2013-03-24 18:34:42,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-03-25,16.68386204,28.7,17,23.4,27.5,17,23.2,12.9,55.5,0,0,0,,,,,22.3,302.7,1011.3,32.2,3.4,261.2,22.5,9,,2013-03-25 6:19:20,2013-03-25 18:35:16,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-26,17.5050813,28.9,15.2,22.7,28.2,15.2,22.6,13.4,58,0,0,0,,,,,22.3,296.7,1008.9,34.4,3.3,251.2,21.9,9,,2013-03-26 6:18:11,2013-03-26 18:35:49,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-27,18.11592884,29.9,16.1,23.1,28.7,16.1,22.8,12.8,57,0,0,0,,,,,18.4,296.2,1009.4,59.8,2.6,168.3,14.4,8,,2013-03-27 6:17:01,2013-03-27 18:36:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-28,16.54037965,34.8,17.1,24.6,32.7,17.1,24.2,14.4,60.4,3.403,100,4.17,rain,,,40.7,22.3,49,1009.3,39.8,2.6,262.6,22.6,9,,2013-03-28 6:15:51,2013-03-28 18:36:56,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-29,16.43780473,27.3,18.4,22.3,28.1,18.4,22.3,16,69,6,100,4.17,rain,,,37.1,20.1,58.1,1009.7,45.1,2.7,222.2,19.2,8,,2013-03-29 6:14:42,2013-03-29 18:37:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-30,16.56250472,29.1,16,23.2,28.6,16,23.1,14.7,62.7,0,0,0,,,,,25.8,295.2,1009.3,13,2.8,282.8,24.4,9,,2013-03-30 6:13:33,2013-03-30 18:38:03,0.6,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-03-31,17.08913224,31.1,18.1,25,30.2,18.1,24.7,15.1,58.9,0,0,0,,,,,17.3,288.7,1009.1,7.4,2.6,287.5,25,9,,2013-03-31 6:12:23,2013-03-31 18:38:36,0.64,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-01,18.14891646,34,18.9,26.2,31.8,18.9,25.6,12.7,50.4,0,0,0,,,,,16.6,308,1009.3,3.7,2.8,303.4,26.3,10,,2013-04-01 6:11:15,2013-04-01 18:39:10,0.67,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-02,18.45955969,35.3,19.5,26.8,34.1,19.5,26.2,13.1,48,7.656,100,8.33,rain,,,,16.8,97.1,1009.5,28.7,2.6,286.7,24.8,9,,2013-04-02 6:10:06,2013-04-02 18:39:43,0.71,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-03,17.31661301,31.6,18.1,25.1,30.5,18.1,24.8,14.3,54.5,0,0,0,,,,,16.3,348.6,1009.9,39.7,2.8,288.9,25,9,,2013-04-03 6:08:57,2013-04-03 18:40:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-04,15.70830169,32.7,18.1,25.7,30.5,18.1,25,10.9,46.2,0,0,0,,,,33.5,25.9,302.2,1008.8,5.2,3,300.4,25.9,10,,2013-04-04 6:07:49,2013-04-04 18:40:49,0.78,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-05,15.88798285,33.1,17.1,25.9,31,17.1,25.2,10.8,44.2,0,0,0,,,,37.1,24.8,296.4,1007.4,0,3,308.2,26.7,10,,2013-04-05 6:06:41,2013-04-05 18:41:23,0.82,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-06,18.64609371,34.1,17.1,26.6,31.7,17.1,25.6,9,40.6,0,0,0,,,,33.5,25.9,284.6,1006.9,1.6,2.5,313.9,27.2,10,,2013-04-06 6:05:34,2013-04-06 18:41:56,0.85,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-07,20.49040218,38.4,18.6,28.5,35.7,18.6,27.4,8.9,33,0,0,0,,,,33.5,24.1,295.4,1006.1,0,2.9,299.6,25.9,10,,2013-04-07 6:04:26,2013-04-07 18:42:30,0.89,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-08,19.19851901,37.1,20,29.5,34.9,20,28.6,10.8,34.7,0,0,0,,,,,18.4,288.5,1006.9,9.8,2.6,289.9,25,10,,2013-04-08 6:03:20,2013-04-08 18:43:03,0.92,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-09,18.82869775,38.1,23.1,30.9,35.8,23.1,29.8,10.7,32,0,0,0,,,,,11.5,282.6,1007,52.6,2.4,266.3,22.9,9,,2013-04-09 6:02:13,2013-04-09 18:43:37,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-10,15.54007521,36.6,25,30.6,35.6,25,29.6,10.8,30.8,0.2,100,4.17,rain,,,,27.7,313.1,1008,46.2,3.2,298.2,25.8,10,,2013-04-10 6:01:07,2013-04-10 18:44:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-11,16.249327,35.5,21.4,29.4,34.1,21.4,28.4,10.2,32.8,0,0,0,,,,,18.4,300.2,1007.5,36.4,2.6,286.7,24.9,9,,2013-04-11 6:00:02,2013-04-11 18:44:44,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-12,17.1058968,35.1,23,29.9,33.3,23,28.9,10.2,31,0,0,0,,,,,21,311.6,1008.3,18.4,2.6,284.8,24.7,9,,2013-04-12 5:58:57,2013-04-12 18:45:18,0.06,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-13,18.29676228,36.1,22.9,30.5,34.5,22.9,29.4,10.1,30.8,0,0,0,,,,,17.6,306.8,1008.9,46,2.4,280.9,24.2,9,,2013-04-13 5:57:52,2013-04-13 18:45:52,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-14,15.75812241,37.7,23.1,28.7,35.4,23.1,28.1,12.7,39.7,2,100,4.17,rain,,,,22.3,261.5,1008.3,41.5,2.7,297.7,25.5,10,,2013-04-14 5:56:48,2013-04-14 18:46:26,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-15,14.74751173,37.5,21.1,28.6,35.3,21.1,28,12.9,41.7,0,0,0,,,,,17.6,296.4,1005.1,5.2,2.3,304.4,26.1,10,,2013-04-15 5:55:45,2013-04-15 18:47:01,0.16,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-16,14.91796575,40.1,21.9,31.7,37.5,21.9,30.4,9.9,30.7,0,0,0,,,,33.5,27.7,261.5,1001.7,23.2,2.3,291.8,25.2,10,,2013-04-16 5:54:42,2013-04-16 18:47:35,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-17,17.80993904,36.4,21,29.9,34,21,28.5,7.2,27.4,0,0,0,,,,,22.3,298.2,1002.5,2.3,3,330,28.5,10,,2013-04-17 5:53:39,2013-04-17 18:48:09,0.22,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-18,17.25827877,37.5,21.7,30.6,35.2,21.7,29.2,5.7,23.7,0,0,0,,,,,12.4,110,1003.4,18.2,2.8,284.9,24.7,10,,2013-04-18 5:52:38,2013-04-18 18:48:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-19,16.12611531,37.3,21.4,30.3,35,21.4,28.9,6.8,27.2,0,0,0,,,,,14.8,324,1004,7.2,2.8,309.4,26.8,10,,2013-04-19 5:51:37,2013-04-19 18:49:19,0.29,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-20,17.75934884,37.7,22.2,30.6,36,22.2,29.4,8.5,27.8,0,0,0,,,,,16,95.2,1003.9,26.1,2.2,302.7,26,10,,2013-04-20 5:50:37,2013-04-20 18:49:53,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-21,15.7868348,37,23.9,28.4,35.4,23.9,28.1,13.1,39.5,0,0,0,,,,37.1,27.7,113.9,1007.2,56,3.1,293.5,25.5,9,,2013-04-21 5:49:37,2013-04-21 18:50:28,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-22,15.93892871,31.7,21.1,26.9,31.3,21.1,26.7,14.9,49.5,0,0,0,,,,33.5,22.3,101.8,1010.4,47.2,3.5,256,22.1,9,,2013-04-22 5:48:38,2013-04-22 18:51:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-23,15.99826926,34,23.3,29.1,33.2,23.3,28.6,14.2,42.8,0,0,0,,,,,14,113.5,1010.4,24.1,3.1,289.9,25.3,10,,2013-04-23 5:47:40,2013-04-23 18:51:39,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-24,14.77961453,36,23.8,30.8,35.7,23.8,30.3,14.1,38.8,0,0,0,,,,,11.2,233.3,1010.2,11.7,2.8,290.5,25.2,9,,2013-04-24 5:46:43,2013-04-24 18:52:14,0.45,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-25,14.55759518,37.7,24.8,31.5,37,24.8,31.2,14.9,39.1,0,0,0,,,,38.9,20.5,54.8,1009,57.4,2.6,225,19.5,7,,2013-04-25 5:45:47,2013-04-25 18:52:49,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-26,15.13677703,34.3,25.4,30.9,36,25.4,30.9,15.8,41.5,0,0,0,,,,,27.5,347.4,1009,42.1,2.8,254.8,21.8,9,,2013-04-26 5:44:51,2013-04-26 18:53:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-27,15.96505923,37.7,24.2,31.8,37.3,24.2,30.9,12.3,32.7,0,0,0,,,,38.9,24.1,323.5,1008.4,38.6,3.1,231.3,19.7,9,,2013-04-27 5:43:56,2013-04-27 18:54:01,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-28,17.63803176,37,23.4,31.2,34.6,23.4,29.9,9.8,29.6,0,0,0,,,,,25.9,296.4,1006.5,55.3,3.2,273.9,23.8,8,,2013-04-28 5:43:03,2013-04-28 18:54:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-04-29,18.42035562,39.1,26.5,32.8,36.8,26.5,31.3,8.8,24.3,0,0,0,,,,,17.3,324.7,1005.8,28.4,2.8,307.5,26.6,10,,2013-04-29 5:42:10,2013-04-29 18:55:12,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-04-30,16.71962659,40.1,24.9,32.9,38.9,24.9,32.1,12.5,31.3,0,0,0,,,,,18.4,308.4,1005.9,41.6,2.7,306.3,26.6,10,,2013-04-30 5:41:18,2013-04-30 18:55:48,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999"
Delhi,2013-05-01,16.25019545,38.1,24.1,31.5,36,24.1,29.8,2.6,18.1,0,0,0,,,,,24.5,274,1004.4,19.7,2.8,308.6,26.7,10,,2013-05-01 5:40:27,2013-05-01 18:56:24,0.69,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-05-02,16.13891696,36.3,22.1,30.2,33.7,22.1,28.8,3.3,20,0,0,0,,,,37.1,27.4,280.9,1002.1,13,2.9,333.8,28.7,10,,2013-05-02 5:39:36,2013-05-02 18:57:00,0.75,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-05-03,16.91518209,38,21.7,31,35.6,21.7,29.4,4.2,20.8,0,0,0,,,,38.9,20.5,277.8,1000.6,18.8,2.8,336.5,29.2,10,,2013-05-03 5:38:47,2013-05-03 18:57:37,0.76,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-05-04,18.0730586,41.5,21.6,32.9,39.4,21.6,31.3,6.3,23.6,0,0,0,,,,,16.6,194.2,1000.1,6.3,2.9,327.8,28.4,10,,2013-05-04 5:37:59,2013-05-04 18:58:13,0.8,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-05-05,15.15884298,41.2,26.2,33.6,39.6,26.2,32.2,8.9,24.5,0,0,0,,,,,18.4,94,1001.3,56.9,2.8,300.8,25.8,10,,2013-05-05 5:37:12,2013-05-05 18:58:49,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-05-06,12.61849413,43,27.4,33.7,41.4,27.9,33.3,13.5,33.1,0,0,0,,,,,16.6,53.2,1002.4,34,2.8,299.3,25.9,9,,2013-05-06 5:36:26,2013-05-06 18:59:26,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42182099999,VIDP,42181099999,remote"
Delhi,2013-05-07,12.86364295,40.7,26.3,33.8,38.7,26.3,32.8,11.6,30.9,0,0,0,,,,,21.9,306.6,1003.1,11.2,2.3,314.1,27.1,10,,2013-05-07 5:35:42,2013-05-07 19:00:02,0.9,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999"
Delhi,2013-05-08,13.74045206,43.5,24.4,34.5,43.5,24.4,33,8.4,23.1,0,0,0,,,,,24.1,299.6,1002.9,0.4,2.7,321,27.8,10,,2013-05-08 5:34:58,2013-05-08 19:00:39,0.94,Clear,Clear conditions throughout the day.,clear-day,"42182099999,VIDP,42181099999,remote"
